target_subject,accuracy,kappa,f1_macro
1,0.5590277777777778,0.4120370370370371,0.5386542101169185
2,0.21180555555555555,-0.05092592592592582,0.19298195084485406
3,0.6527777777777778,0.537037037037037,0.6553369406390552
4,0.4027777777777778,0.20370370370370372,0.37622579448436594
5,0.3090277777777778,0.07870370370370372,0.2952821460200359
6,0.3472222222222222,0.12962962962962965,0.3291084855795184
7,0.4027777777777778,0.20370370370370372,0.3968887116890552
8,0.5694444444444444,0.42592592592592593,0.540692857717637
9,0.4826388888888889,0.31018518518518523,0.4888813899184219
