target_subject,accuracy,kappa,f1_macro,optimizer_success,optimizer_nit,loss_final
1,0.5868055555555556,0.44907407407407407,0.5631304087646762,False,5,0.11831278835287415
2,0.25,0.0,0.2137625183794481,False,4,0.18910056479286566
3,0.5,0.33333333333333337,0.48514601833402615,False,5,0.21651207913750514
4,0.3888888888888889,0.18518518518518523,0.3705048606364396,False,7,0.1072071437861741
5,0.2673611111111111,0.02314814814814814,0.2447092419125114,False,5,0.14094072432568494
6,0.3819444444444444,0.17592592592592593,0.35448303433348616,False,17,0.3186509297807118
7,0.2916666666666667,0.05555555555555558,0.28585491263748114,True,2,0.13487362598142646
8,0.5451388888888888,0.3935185185185185,0.51196891321816,True,61,0.3321136568004399
9,0.59375,0.45833333333333337,0.5738061906668848,False,8,0.3708013880923556
