source,target,s_rep,s_beh,s_rep_rank,s_beh_rank,rbid_pair,rbid_pos_pair,rbid_neg_pair
1,2,0.011831900646155736,0.19444444444444445,0.0,0.0,0.0,0.0,0.0
1,3,0.04226365894547984,0.4375,0.7142857142857142,0.8571428571428571,0.1428571428571429,0.0,0.1428571428571429
1,4,0.008040072386987725,0.28125,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855
1,5,0.028912387059759164,0.25,0.7142857142857142,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.0
1,6,0.04793059696529474,0.25,0.8571428571428571,0.14285714285714285,0.7142857142857142,0.7142857142857142,0.0
1,7,0.07957813736246784,0.5104166666666666,1.0,1.0,0.0,0.0,0.0
1,8,0.03114620166214236,0.4166666666666667,0.5714285714285714,0.7142857142857142,0.1428571428571428,0.0,0.1428571428571428
1,9,0.12435848252072751,0.3888888888888889,1.0,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.0
2,1,0.011500775423521844,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
2,3,0.0330131103366498,0.11805555555555555,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0
2,4,0.041076884621413116,0.2881944444444444,1.0,0.7142857142857142,0.2857142857142858,0.2857142857142858,0.0
2,5,0.28390383515671347,0.21875,1.0,0.0,1.0,1.0,0.0
2,6,0.041740463204863555,0.25,0.7142857142857142,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.0
2,7,0.005371250044457246,0.14583333333333334,0.0,0.0,0.0,0.0,0.0
2,8,0.009744013202306,0.3125,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
2,9,0.04837959380503736,0.2465277777777778,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0
3,1,0.055105740728906547,0.3958333333333333,0.5714285714285714,0.7142857142857142,0.1428571428571428,0.0,0.1428571428571428
3,2,0.07693213140935937,0.2152777777777778,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0
3,4,0.007328460699155799,0.19791666666666666,0.0,0.0,0.0,0.0,0.0
3,5,0.025565724734224922,0.3090277777777778,0.5714285714285714,1.0,0.4285714285714286,0.0,0.4285714285714286
3,6,0.019718021654672086,0.28125,0.42857142857142855,0.7142857142857142,0.28571428571428564,0.0,0.28571428571428564
3,7,0.0664955336566012,0.2777777777777778,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0
3,8,0.09839384958139497,0.3020833333333333,1.0,0.14285714285714285,0.8571428571428572,0.8571428571428572,0.0
3,9,0.06065151337121106,0.5069444444444444,0.7142857142857142,0.8571428571428571,0.1428571428571429,0.0,0.1428571428571429
4,1,0.0151525068630019,0.4513888888888889,0.14285714285714285,0.8571428571428571,0.7142857142857142,0.0,0.7142857142857142
4,2,0.01937886151544098,0.2847222222222222,0.42857142857142855,1.0,0.5714285714285714,0.0,0.5714285714285714
4,3,0.006705365686661868,0.3541666666666667,0.0,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714
4,5,0.012760994940300226,0.3020833333333333,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571
4,6,0.011712863746359463,0.2881944444444444,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571
4,7,0.007043234539698816,0.3125,0.14285714285714285,0.7142857142857142,0.5714285714285714,0.0,0.5714285714285714
4,8,0.008959060977594918,0.40625,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855
4,9,0.012784935576564047,0.34375,0.0,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855
5,1,0.01759943011865127,0.20833333333333334,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0
5,2,0.28023609684380135,0.24305555555555555,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.0
5,3,0.027435809845841045,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
5,4,0.016069487449681525,0.3055555555555556,0.5714285714285714,1.0,0.4285714285714286,0.0,0.4285714285714286
5,6,0.059020715760939604,0.2534722222222222,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.0
5,7,0.010633273376139538,0.1909722222222222,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
5,8,0.010371174885629,0.2569444444444444,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0
5,9,0.05131977308973243,0.2569444444444444,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0
6,1,0.024076146117644002,0.3194444444444444,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285
6,2,0.015187290646402616,0.2604166666666667,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.5714285714285714
6,3,0.010101284701967111,0.4270833333333333,0.14285714285714285,0.7142857142857142,0.5714285714285714,0.0,0.5714285714285714
6,4,0.016257763774343386,0.2986111111111111,0.7142857142857142,0.8571428571428571,0.1428571428571429,0.0,0.1428571428571429
6,5,0.020213208016582336,0.25,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
6,7,0.0321217719288852,0.3229166666666667,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857
6,8,0.007032572072375088,0.4340277777777778,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571
6,9,0.02299758302984702,0.2951388888888889,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285
7,1,0.11192476653593782,0.5069444444444444,1.0,1.0,0.0,0.0,0.0
7,2,0.0220743367734244,0.2013888888888889,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0
7,3,0.057489446342398276,0.5972222222222222,0.8571428571428571,1.0,0.1428571428571429,0.0,0.1428571428571429
7,4,0.010435169853480008,0.23958333333333334,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
7,5,0.017249686339143366,0.2708333333333333,0.14285714285714285,0.7142857142857142,0.5714285714285714,0.0,0.5714285714285714
7,6,0.016164039703904863,0.2361111111111111,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0
7,8,0.0657407278250876,0.4756944444444444,0.8571428571428571,1.0,0.1428571428571429,0.0,0.1428571428571429
7,9,0.059084367537128785,0.4861111111111111,0.5714285714285714,0.7142857142857142,0.1428571428571428,0.0,0.1428571428571428
8,1,0.07123986724087426,0.3020833333333333,0.7142857142857142,0.42857142857142855,0.28571428571428564,0.28571428571428564,0.0
8,2,0.013026592401822053,0.2465277777777778,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855
8,3,0.09614622358821023,0.2708333333333333,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0
8,4,0.012162278539680925,0.2743055555555556,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0
8,5,0.02471067752162059,0.25,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0
8,6,0.011899804943639352,0.3090277777777778,0.14285714285714285,1.0,0.8571428571428572,0.0,0.8571428571428572
8,7,0.032157541466461166,0.2465277777777778,0.7142857142857142,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.0
8,9,0.08165982344810954,0.5138888888888888,0.8571428571428571,1.0,0.1428571428571429,0.0,0.1428571428571429
9,1,0.0901988348991386,0.2638888888888889,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0
9,2,0.035768166034773605,0.25,0.7142857142857142,0.7142857142857142,0.0,0.0,0.0
9,3,0.03664586967233744,0.2673611111111111,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0
9,4,0.021650341830395124,0.25,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0
9,5,0.059644519162208656,0.25,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0
9,6,0.026390015831142775,0.2604166666666667,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0
9,7,0.031468044784005764,0.25,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0
9,8,0.04405351261506443,0.3333333333333333,0.7142857142857142,0.42857142857142855,0.28571428571428564,0.28571428571428564,0.0
