target_subject,accuracy,kappa,f1_macro
1,0.6215277777777778,0.49537037037037035,0.5380080636373542
2,0.21180555555555555,-0.05092592592592582,0.2030366453697584
3,0.4965277777777778,0.3287037037037037,0.45920157887272983
4,0.3784722222222222,0.17129629629629628,0.32484168380822187
5,0.2743055555555556,0.03240740740740744,0.154313821336918
6,0.3472222222222222,0.12962962962962965,0.2606746972055365
7,0.2777777777777778,0.03703703703703709,0.22705358034948478
8,0.5486111111111112,0.39814814814814814,0.5530137115949794
9,0.5416666666666666,0.38888888888888884,0.5070774390639575
