source,target,s_rep,s_beh,s_rep_rank,s_beh_rank,rbid_pair,rbid_pos_pair,rbid_neg_pair
6,5,0.026637857811514627,0.25,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
6,7,0.04129497326115621,0.2604166666666667,0.7142857142857142,0.42857142857142855,0.28571428571428564,0.28571428571428564,0.0
6,8,0.010785421150764661,0.3333333333333333,0.0,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714
6,9,0.02829468156210565,0.2326388888888889,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
7,1,0.12459227747475728,0.5381944444444444,1.0,1.0,0.0,0.0,0.0
7,2,0.02436473994735814,0.21180555555555555,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0
7,3,0.06093087716865576,0.5590277777777778,0.8571428571428571,1.0,0.1428571428571429,0.0,0.1428571428571429
7,4,0.013247167319555218,0.2604166666666667,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
7,5,0.02214247439060724,0.2604166666666667,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855
7,6,0.021931342635987845,0.23958333333333334,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0
7,8,0.06875418114646557,0.4236111111111111,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0
7,9,0.06364169542932327,0.4444444444444444,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857
8,1,0.07926646377745959,0.2881944444444444,0.7142857142857142,0.42857142857142855,0.28571428571428564,0.28571428571428564,0.0
8,2,0.014970785296101446,0.2569444444444444,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855
8,3,0.10674271183528398,0.2881944444444444,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0
8,4,0.017464473069741242,0.2638888888888889,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285
8,5,0.036201111156918944,0.25,0.7142857142857142,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.0
8,6,0.015489253734546335,0.28125,0.14285714285714285,0.7142857142857142,0.5714285714285714,0.0,0.5714285714285714
8,7,0.03732644550971663,0.2638888888888889,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0
8,9,0.09956375483514732,0.5451388888888888,0.8571428571428571,1.0,0.1428571428571429,0.0,0.1428571428571429
9,1,0.0936462464954691,0.2743055555555556,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0
9,2,0.0370346642575737,0.25,0.7142857142857142,0.42857142857142855,0.28571428571428564,0.28571428571428564,0.0
9,3,0.03999866703468914,0.3645833333333333,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0
9,4,0.023509593327489347,0.25,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0
9,5,0.06169912238804639,0.25,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0
9,6,0.02816025339919038,0.2847222222222222,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857
9,7,0.034762974368577865,0.25,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
9,8,0.048563913118017034,0.2604166666666667,0.7142857142857142,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.0
