target_subject,accuracy,kappa,f1_macro
1,0.59375,0.45833333333333337,0.5173817523907986
2,0.2152777777777778,-0.04629629629629628,0.20828438295162213
3,0.3888888888888889,0.18518518518518523,0.34274842058804145
4,0.4375,0.25,0.41329177339355977
5,0.2847222222222222,0.04629629629629628,0.16602774735304857
6,0.3576388888888889,0.1435185185185185,0.29509314280624516
7,0.2569444444444444,0.0092592592592593,0.24450476334786428
8,0.5590277777777778,0.4120370370370371,0.5601690572573599
9,0.4548611111111111,0.27314814814814814,0.41566951566951565
