target_subject,accuracy,kappa,f1_macro
1,0.5625,0.41666666666666663,0.5473634941380605
2,0.1909722222222222,-0.07870370370370372,0.19411566996962604
3,0.6354166666666666,0.5138888888888888,0.6384515397556872
4,0.3888888888888889,0.18518518518518523,0.38175854249342633
5,0.3055555555555556,0.07407407407407407,0.2947377072930802
6,0.3368055555555556,0.1157407407407407,0.325827479398908
7,0.4131944444444444,0.21759259259259256,0.40588612178994476
8,0.5416666666666666,0.38888888888888884,0.5187555151815633
9,0.5034722222222222,0.3379629629629629,0.5079541874477985
