target_subject,accuracy,kappa,f1_macro
1,0.5520833333333334,0.4027777777777778,0.5315317711985731
2,0.21875,-0.04166666666666674,0.2054118246176451
3,0.6527777777777778,0.537037037037037,0.647566895195117
4,0.3854166666666667,0.18055555555555558,0.35930416202155335
5,0.3298611111111111,0.10648148148148151,0.32508118769261246
6,0.3541666666666667,0.13888888888888884,0.3335752118905524
7,0.3888888888888889,0.18518518518518523,0.3704520123529519
8,0.5451388888888888,0.3935185185185185,0.4788423039550277
9,0.4201388888888889,0.22685185185185186,0.4262923548756605
