subject,train_accuracy,accuracy,kappa,f1_macro
1,0.7986111111111112,0.7291666666666666,0.6388888888888888,0.7289440566432868
2,0.7291666666666666,0.5347222222222222,0.37962962962962965,0.5191085693536673
3,0.8611111111111112,0.7604166666666666,0.6805555555555556,0.7547076441115439
4,0.6944444444444444,0.5243055555555556,0.3657407407407407,0.5184891724022158
5,0.5451388888888888,0.3819444444444444,0.17592592592592593,0.3628628124701423
6,0.6076388888888888,0.4305555555555556,0.2407407407407407,0.4193808692492903
7,0.8506944444444444,0.6736111111111112,0.5648148148148149,0.6579242618928356
8,0.8576388888888888,0.7222222222222222,0.6296296296296297,0.72086944612972
9,0.6701388888888888,0.8055555555555556,0.7407407407407407,0.8034118532717378
