stage,candidate,accuracy_mean,accuracy_std,delta_vs_ra,wins,losses,draws,p_value,effect_size,delta_ci_low,delta_ci_high,elapsed_sec,overrides_json
context_feature_scan,adaptive/context=base+d_geo,0.4212962962962963,0.12870661800590721,-0.006172839506172845,2,5,2,0.23588521058805278,-0.37114080034091806,-0.01620370370370372,0.00424382716049383,58.772294324822724,"{""conditional"": {""bias"": 1.0, ""ema_smooth_alpha"": 0.0, ""temperature"": 1.0, ""weights"": [1.2, 0.6, 0.3, 1.2]}, ""context"": {""cov_eps"": 1e-06, ""features"": [""d_src"", ""d_tgt"", ""sigma_recent"", ""d_geo""]}}"
context_feature_scan,adaptive/context=base,0.4193672839506173,0.1291715409607321,-0.00810185185185186,3,4,2,0.553403856847181,-0.3175264481385602,-0.024701003086419777,0.006172839506172836,54.65562900900841,"{""conditional"": {""bias"": 1.0, ""ema_smooth_alpha"": 0.0, ""temperature"": 1.0, ""weights"": [1.2, 0.6, 0.3]}}"
