subject,window_id,start_trial,end_trial,acc_ra,acc_w0,acc_w05,delta_dev_vs_ra,rho_kcar,rho_kcar_retro,d_src,d_src_retro,d_tgt,d_tgt_retro,sigma_recent,sigma_recent_retro,entropy,entropy_retro,conf_max,conf_max_retro,label,rho_kcar_causal,d_tgt_causal,sigma_recent_causal,budget_rank_rho_kcar_retro,budget_rank_rho_kcar_causal,budget_rank_d_tgt_retro,budget_rank_d_tgt_causal,budget_rank_sigma_recent_retro,budget_rank_sigma_recent_causal
2,3,96,128,0.25,0.1875,0.15625,-0.0625,0.7575903528304065,0.7575903528304065,4.6138075828353085,4.6138075828353085,2.073085746176142,2.073085746176142,0.9630359018777976,0.9630359018777976,1.1082729366140451,1.1082729366140451,0.49744876046354075,0.49744876046354075,ra-safe,0.8743159314496687,1.2613391036636494,0.7707618971270587,8,5,1,6,1,2
2,4,128,160,0.1875,0.21875,0.1875,0.03125,0.899760085353534,0.899760085353534,3.602745547536917,3.602745547536917,1.457930583195544,1.457930583195544,0.743314081139809,0.743314081139809,1.1673150611008993,1.1673150611008993,0.492760252540205,0.492760252540205,deviation-beneficial,0.7575903528304065,2.073085746176142,0.9630359018777976,3,8,5,1,4,1
2,5,160,192,0.125,0.25,0.21875,0.125,0.8557850816790651,0.8557850816790651,3.0017707760830867,3.0017707760830867,1.1725327168661823,1.1725327168661823,0.530581477560014,0.530581477560014,1.243765711841849,1.243765711841849,0.4327159760761249,0.4327159760761249,deviation-beneficial,0.899760085353534,1.457930583195544,0.743314081139809,6,3,9,5,7,4
2,6,192,224,0.28125,0.28125,0.25,0.0,0.776504718201804,0.776504718201804,3.4994833220932318,3.4994833220932318,1.4732577387830301,1.4732577387830301,0.7600724156796579,0.7600724156796579,1.230937513084812,1.230937513084812,0.42395118720093333,0.42395118720093333,neutral,0.8557850816790651,1.1725327168661823,0.530581477560014,7,6,4,9,3,7
2,7,224,256,0.25,0.1875,0.21875,-0.03125,0.7538521366824299,0.7538521366824299,3.310076168781846,3.310076168781846,1.7434631838305243,1.7434631838305243,0.7012855289769233,0.7012855289769233,1.2684740639605978,1.2684740639605978,0.4009910950982556,0.4009910950982556,ra-safe,0.776504718201804,1.4732577387830301,0.7600724156796579,9,7,3,4,6,3
2,8,256,288,0.28125,0.28125,0.34375,0.0625,0.9022298110487984,0.9022298110487984,2.588431206665828,2.588431206665828,1.3934716992173066,1.3934716992173066,0.4094131489835592,0.4094131489835592,1.1581906874429182,1.1581906874429182,0.4758769128329533,0.4758769128329533,deviation-beneficial,0.7538521366824299,1.7434631838305243,0.7012855289769233,2,9,6,3,8,6
3,0,0,32,0.625,0.46875,0.6875,0.0625,0.9176380572628653,0.9176380572628653,2.3382667440946605,2.3382667440946605,2.060043038455592,2.060043038455592,0.44032061375964143,0.44032061375964143,1.1862509776992631,1.1862509776992631,0.4769023367842653,0.4769023367842653,deviation-beneficial,0.9176380572628653,2.060043038455592,0.44032061375964143,6,5,5,5,9,8
3,1,32,64,0.75,0.5,0.71875,-0.03125,0.9410252460533275,0.9410252460533275,2.3084701813869257,2.3084701813869257,2.086405372593103,2.086405372593103,0.45274614864425206,0.45274614864425206,1.1611209344318305,1.1611209344318305,0.5004953181511195,0.5004953181511195,ra-safe,0.9176380572628653,2.060043038455592,0.44032061375964143,2,6,3,6,7,9
3,2,64,96,0.6875,0.625,0.78125,0.09375,0.9346270182888915,0.9346270182888915,2.3104609644266625,2.3104609644266625,2.0756534158801214,2.0756534158801214,0.4870012845596272,0.4870012845596272,1.1361780030513562,1.1361780030513562,0.5009803716132032,0.5009803716132032,deviation-beneficial,0.9410252460533275,2.086405372593103,0.45274614864425206,3,1,4,3,6,7
3,3,96,128,0.59375,0.25,0.46875,-0.125,0.8777755615625108,0.8777755615625108,2.459532422454514,2.459532422454514,2.175934305948962,2.175934305948962,0.5161935389904335,0.5161935389904335,1.1728425416959183,1.1728425416959183,0.488041861853429,0.488041861853429,ra-safe,0.9346270182888915,2.0756534158801214,0.4870012845596272,8,2,2,4,4,6
3,4,128,160,0.71875,0.46875,0.5625,-0.15625,0.9345845475174455,0.9345845475174455,2.738188248842097,2.738188248842097,2.198619347035331,2.198619347035331,0.5355872773336126,0.5355872773336126,1.0916959448666856,1.0916959448666856,0.5374393880085993,0.5374393880085993,ra-safe,0.8777755615625108,2.175934305948962,0.5161935389904335,4,8,1,2,2,4
3,5,160,192,0.65625,0.34375,0.625,-0.03125,0.8881785043967646,0.8881785043967646,2.6566060203923856,2.6566060203923856,1.9548943239965255,1.9548943239965255,0.5192857227379669,0.5192857227379669,1.0897340782171205,1.0897340782171205,0.5403742681685256,0.5403742681685256,ra-safe,0.9345845475174455,2.198619347035331,0.5355872773336126,7,3,7,1,3,2
3,6,192,224,0.59375,0.375,0.53125,-0.0625,0.8423245981612135,0.8423245981612135,2.744284316462897,2.744284316462897,2.0496593529812857,2.0496593529812857,0.5398694361134759,0.5398694361134759,1.1575601144107541,1.1575601144107541,0.4954898524380781,0.4954898524380781,ra-safe,0.8881785043967646,1.9548943239965255,0.5192857227379669,9,7,6,8,1,3
3,7,224,256,0.65625,0.46875,0.5,-0.15625,0.9244302736185349,0.9244302736185349,2.820118936529465,2.820118936529465,1.837673231168371,1.837673231168371,0.5025821782153896,0.5025821782153896,1.1312728140802104,1.1312728140802104,0.5064295363523542,0.5064295363523542,ra-safe,0.8423245981612135,2.0496593529812857,0.5398694361134759,5,9,8,7,5,1
3,8,256,288,0.59375,0.625,0.65625,0.0625,0.9517632265480859,0.9517632265480859,2.7064922853625166,2.7064922853625166,1.728662232623617,1.728662232623617,0.4465287474419779,0.4465287474419779,1.0639551406882857,1.0639551406882857,0.545387034439168,0.545387034439168,deviation-beneficial,0.9244302736185349,1.837673231168371,0.5025821782153896,1,4,9,9,8,5
4,0,0,32,0.375,0.3125,0.34375,-0.03125,0.8587215117154235,0.8587215117154235,2.9949984033392436,2.9949984033392436,1.4280531013832367,1.4280531013832367,0.3148102725532436,0.3148102725532436,1.2321861002640195,1.2321861002640195,0.44950363959588285,0.44950363959588285,ra-safe,0.8587215117154235,1.4280531013832367,0.3148102725532436,9,8,9,8,9,8
4,1,32,64,0.375,0.375,0.375,0.0,0.9448271985935321,0.9448271985935321,2.8069251902854453,2.8069251902854453,1.5616756568884855,1.5616756568884855,0.36074216532866876,0.36074216532866876,1.2371435223419776,1.2371435223419776,0.44575748420232286,0.44575748420232286,neutral,0.8587215117154235,1.4280531013832367,0.3148102725532436,3,9,6,9,8,9
4,2,64,96,0.40625,0.34375,0.4375,0.03125,0.9700079909917653,0.9700079909917653,2.81478072316376,2.81478072316376,1.5622762679729583,1.5622762679729583,0.3983090580235922,0.3983090580235922,1.2520511774564262,1.2520511774564262,0.4291627181298706,0.4291627181298706,deviation-beneficial,0.9448271985935321,1.5616756568884855,0.36074216532866876,1,3,5,5,5,7
4,3,96,128,0.4375,0.3125,0.375,-0.0625,0.9195399861525252,0.9195399861525252,2.8080042831539274,2.8080042831539274,1.5066999846299,1.5066999846299,0.37386814156915793,0.37386814156915793,1.2322180698334542,1.2322180698334542,0.44344116321471916,0.44344116321471916,ra-safe,0.9700079909917653,1.5622762679729583,0.3983090580235922,5,1,8,4,7,4
4,4,128,160,0.28125,0.25,0.21875,-0.03125,0.8935107210591352,0.8935107210591352,2.7805109943574213,2.7805109943574213,1.6710336273789494,1.6710336273789494,0.40176418111954587,0.40176418111954587,1.2187907387961685,1.2187907387961685,0.4443981507817355,0.4443981507817355,ra-safe,0.9195399861525252,1.5066999846299,0.37386814156915793,8,5,2,7,4,6
4,5,160,192,0.3125,0.34375,0.375,0.0625,0.8968040883293659,0.8968040883293659,2.3098981536127665,2.3098981536127665,1.683354385019824,1.683354385019824,0.4088278387075318,0.4088278387075318,1.2078272425604624,1.2078272425604624,0.4562938145005459,0.4562938145005459,deviation-beneficial,0.8935107210591352,1.6710336273789494,0.40176418111954587,6,7,1,2,3,3
4,6,192,224,0.53125,0.46875,0.53125,0.0,0.9325908132290287,0.9325908132290287,2.5141441120164227,2.5141441120164227,1.5094701177744156,1.5094701177744156,0.41450938306781787,0.41450938306781787,1.2309895430562587,1.2309895430562587,0.43192824773686456,0.43192824773686456,neutral,0.8968040883293659,1.683354385019824,0.4088278387075318,4,6,7,1,2,2
4,7,224,256,0.375,0.25,0.25,-0.125,0.9647545066924346,0.9647545066924346,2.4680155264892054,2.4680155264892054,1.5637673311643692,1.5637673311643692,0.3956041697463387,0.3956041697463387,1.2026139808114091,1.2026139808114091,0.4680972593014767,0.4680972593014767,ra-safe,0.9325908132290287,1.5094701177744156,0.41450938306781787,2,4,4,6,6,1
4,8,256,288,0.375,0.375,0.34375,0.0,0.8967940303269393,0.8967940303269393,2.5698070764222964,2.5698070764222964,1.57367422853648,1.57367422853648,0.41782863017707045,0.41782863017707045,1.2350772348137684,1.2350772348137684,0.4453265554306868,0.4453265554306868,neutral,0.9647545066924346,1.5637673311643692,0.3956041697463387,7,2,3,3,1,5
5,0,0,32,0.5,0.375,0.4375,-0.0625,0.8190726207405825,0.8190726207405825,6.962030665804688,6.962030665804688,1.5100720068270024,1.5100720068270024,0.6344780256390623,0.6344780256390623,1.2322722365978942,1.2322722365978942,0.4354287165324906,0.4354287165324906,ra-safe,0.8190726207405825,1.5100720068270024,0.6344780256390623,7,6,3,3,9,8
5,1,32,64,0.28125,0.25,0.25,-0.03125,0.882932778869043,0.882932778869043,6.662764810659658,6.662764810659658,1.5220715300772039,1.5220715300772039,0.7611179087834775,0.7611179087834775,1.201973411590747,1.201973411590747,0.4481804508380998,0.4481804508380998,ra-safe,0.8190726207405825,1.5100720068270024,0.6344780256390623,4,7,2,4,3,9
5,2,64,96,0.375,0.25,0.15625,-0.125,0.8186110203611815,0.8186110203611815,6.636063699628359,6.636063699628359,1.3860449383583724,1.3860449383583724,0.7533813912880616,0.7533813912880616,1.2287003430263232,1.2287003430263232,0.4266608757547533,0.4266608757547533,ra-safe,0.882932778869043,1.5220715300772039,0.7611179087834775,8,3,4,2,5,3
5,3,96,128,0.21875,0.375,0.4375,0.21875,0.8672817191975039,0.8672817191975039,6.080697239636189,6.080697239636189,1.2565866673725519,1.2565866673725519,0.7994308254341485,0.7994308254341485,1.246910265446234,1.246910265446234,0.417368658145832,0.417368658145832,deviation-beneficial,0.8186110203611815,1.3860449383583724,0.7533813912880616,5,8,8,5,2,5
5,4,128,160,0.3125,0.1875,0.21875,-0.09375,0.754300111776112,0.754300111776112,6.376214258040103,6.376214258040103,1.353533010604537,1.353533010604537,0.7996299096312038,0.7996299096312038,1.283511580330766,1.283511580330766,0.3928460348147068,0.3928460348147068,ra-safe,0.8672817191975039,1.2565866673725519,0.7994308254341485,9,4,5,9,1,2
5,5,160,192,0.34375,0.28125,0.3125,-0.03125,0.8894371184181137,0.8894371184181137,6.156857733867079,6.156857733867079,1.575347276611222,1.575347276611222,0.7546198543642655,0.7546198543642655,1.163042651611139,1.163042651611139,0.4651588571382226,0.4651588571382226,ra-safe,0.754300111776112,1.353533010604537,0.7996299096312038,3,9,1,6,4,1
5,6,192,224,0.25,0.28125,0.3125,0.0625,0.9003016087471001,0.9003016087471001,7.319232732191166,7.319232732191166,1.335953768584361,1.335953768584361,0.6977189637795276,0.6977189637795276,1.2318751461383601,1.2318751461383601,0.43327788837184317,0.43327788837184317,deviation-beneficial,0.8894371184181137,1.575347276611222,0.7546198543642655,2,2,6,1,6,4
5,7,224,256,0.1875,0.25,0.40625,0.21875,0.8657943576691849,0.8657943576691849,7.570600188046451,7.570600188046451,1.2916120461353233,1.2916120461353233,0.6784147684266915,0.6784147684266915,1.2595720193690223,1.2595720193690223,0.4056782362866213,0.4056782362866213,deviation-beneficial,0.9003016087471001,1.335953768584361,0.6977189637795276,6,1,7,7,8,6
5,8,256,288,0.5,0.25,0.34375,-0.15625,0.9151774944801411,0.9151774944801411,6.906747062540616,6.906747062540616,1.2563035697418605,1.2563035697418605,0.6945217380626681,0.6945217380626681,1.2206041440091748,1.2206041440091748,0.44317420548926534,0.44317420548926534,ra-safe,0.8657943576691849,1.2916120461353233,0.6784147684266915,1,5,9,8,7,7
6,0,0,32,0.53125,0.21875,0.34375,-0.1875,0.9009284079194912,0.9009284079194912,2.978324695128694,2.978324695128694,1.9576295991604775,1.9576295991604775,0.4091263235942224,0.4091263235942224,1.2487610878139774,1.2487610878139774,0.4375455548475243,0.4375455548475243,ra-safe,0.9009284079194912,1.9576295991604775,0.4091263235942224,4,3,3,2,9,8
6,1,32,64,0.34375,0.21875,0.3125,-0.03125,0.8361113495346468,0.8361113495346468,2.89883252427529,2.89883252427529,1.8317432746831241,1.8317432746831241,0.45990509934071155,0.45990509934071155,1.2225971143413448,1.2225971143413448,0.462812541317845,0.462812541317845,ra-safe,0.9009284079194912,1.9576295991604775,0.4091263235942224,8,4,7,3,6,9
6,2,64,96,0.3125,0.375,0.25,0.0625,0.9470281961693291,0.9470281961693291,3.0661503971003112,3.0661503971003112,1.9017629556193012,1.9017629556193012,0.44190801799189827,0.44190801799189827,1.1325576942318243,1.1325576942318243,0.502119998003369,0.502119998003369,deviation-beneficial,0.8361113495346468,1.8317432746831241,0.45990509934071155,1,8,4,7,8,5
6,3,96,128,0.3125,0.28125,0.34375,0.03125,0.8867919291937235,0.8867919291937235,3.7069707529447555,3.7069707529447555,1.861900071930427,1.861900071930427,0.4590553976927488,0.4590553976927488,1.2010545225526703,1.2010545225526703,0.4739674991528927,0.4739674991528927,deviation-beneficial,0.9470281961693291,1.9017629556193012,0.44190801799189827,6,1,5,4,7,7
6,4,128,160,0.34375,0.21875,0.21875,-0.125,0.85964849360738,0.85964849360738,3.849371189364806,3.849371189364806,1.856294594000051,1.856294594000051,0.47681858816176004,0.47681858816176004,1.1769881074921562,1.1769881074921562,0.4744894571596153,0.4744894571596153,ra-safe,0.8867919291937235,1.861900071930427,0.4590553976927488,7,6,6,5,5,6
6,5,160,192,0.40625,0.21875,0.21875,-0.1875,0.7464370034922336,0.7464370034922336,3.744860310862577,3.744860310862577,1.788391150329836,1.788391150329836,0.5201467626586812,0.5201467626586812,1.1671713149955667,1.1671713149955667,0.49234185101263306,0.49234185101263306,ra-safe,0.85964849360738,1.856294594000051,0.47681858816176004,9,7,8,6,1,4
6,6,192,224,0.375,0.15625,0.28125,-0.09375,0.9433103314813828,0.9433103314813828,3.8602930465532097,3.8602930465532097,1.7831940743785788,1.7831940743785788,0.5026956119289374,0.5026956119289374,1.218586144554732,1.218586144554732,0.4443107055240476,0.4443107055240476,ra-safe,0.7464370034922336,1.788391150329836,0.5201467626586812,3,9,9,8,4,1
6,7,224,256,0.34375,0.3125,0.3125,-0.03125,0.8963006089388817,0.8963006089388817,3.9614837087681662,3.9614837087681662,1.9945070074785303,1.9945070074785303,0.5134659159585598,0.5134659159585598,1.1640103694575492,1.1640103694575492,0.48900813598559645,0.48900813598559645,ra-safe,0.9433103314813828,1.7831940743785788,0.5026956119289374,5,2,1,9,3,3
6,8,256,288,0.21875,0.21875,0.25,0.03125,0.9439516856195579,0.9439516856195579,3.6965795028535915,3.6965795028535915,1.9777623849036075,1.9777623849036075,0.5191237489416589,0.5191237489416589,1.1784750931043544,1.1784750931043544,0.47589509284461307,0.47589509284461307,deviation-beneficial,0.8963006089388817,1.9945070074785303,0.5134659159585598,2,5,2,1,2,2
7,0,0,32,0.53125,0.4375,0.5,-0.03125,0.8894906086576875,0.8894906086576875,2.507141277564651,2.507141277564651,1.4052965954919001,1.4052965954919001,0.25806361872480543,0.25806361872480543,1.2721758686094995,1.2721758686094995,0.4259865493086069,0.4259865493086069,ra-safe,0.8894906086576875,1.4052965954919001,0.25806361872480543,6,6,6,5,9,8
7,1,32,64,0.46875,0.4375,0.46875,0.0,0.9555925933734682,0.9555925933734682,2.1130799766132116,2.1130799766132116,1.4337304192358475,1.4337304192358475,0.3313971346856513,0.3313971346856513,1.274247001898742,1.274247001898742,0.40570078605096094,0.40570078605096094,neutral,0.8894906086576875,1.4052965954919001,0.25806361872480543,1,7,5,6,6,9
7,2,64,96,0.40625,0.34375,0.4375,0.03125,0.8905889784313923,0.8905889784313923,2.1755876067162214,2.1755876067162214,1.5820404828665704,1.5820404828665704,0.3869761198414602,0.3869761198414602,1.2376509893581877,1.2376509893581877,0.4357123023711355,0.4357123023711355,deviation-beneficial,0.9555925933734682,1.4337304192358475,0.3313971346856513,5,1,3,4,3,5
7,3,96,128,0.28125,0.34375,0.34375,0.0625,0.906032585798204,0.906032585798204,2.14246152208483,2.14246152208483,1.4716910479670084,1.4716910479670084,0.3764211798242536,0.3764211798242536,1.2738151921650902,1.2738151921650902,0.40180201029286255,0.40180201029286255,deviation-beneficial,0.8905889784313923,1.5820404828665704,0.3869761198414602,3,5,4,2,4,2
7,4,128,160,0.5,0.4375,0.46875,-0.03125,0.9545590449920596,0.9545590449920596,2.129181477016862,2.129181477016862,1.6914208634213976,1.6914208634213976,0.40510354488202116,0.40510354488202116,1.2343119974712464,1.2343119974712464,0.45129702678385597,0.45129702678385597,ra-safe,0.906032585798204,1.4716910479670084,0.3764211798242536,2,3,1,3,1,3
7,5,160,192,0.375,0.375,0.4375,0.0625,0.8962438624850252,0.8962438624850252,2.2017318620800816,2.2017318620800816,1.3032237089533485,1.3032237089533485,0.33757327243492896,0.33757327243492896,1.264126620331066,1.264126620331066,0.4127800501302393,0.4127800501302393,deviation-beneficial,0.9545590449920596,1.6914208634213976,0.40510354488202116,4,2,8,1,5,1
7,6,192,224,0.3125,0.3125,0.3125,0.0,0.8873759546735043,0.8873759546735043,2.2071306000202258,2.2071306000202258,1.3773614200649025,1.3773614200649025,0.3283845985827492,0.3283845985827492,1.242143847821307,1.242143847821307,0.43951724255474883,0.43951724255474883,neutral,0.8962438624850252,1.3032237089533485,0.33757327243492896,7,4,7,8,7,4
7,7,224,256,0.3125,0.21875,0.28125,-0.03125,0.8668534930122874,0.8668534930122874,2.2573139674385216,2.2573139674385216,1.2170032221003582,1.2170032221003582,0.31844112748282427,0.31844112748282427,1.2579107871982782,1.2579107871982782,0.43162694099222587,0.43162694099222587,ra-safe,0.8873759546735043,1.3773614200649025,0.3283845985827492,9,8,9,7,8,6
7,8,256,288,0.3125,0.34375,0.3125,0.03125,0.8821242737696622,0.8821242737696622,2.2289617210214097,2.2289617210214097,1.6818539277654354,1.6818539277654354,0.3895338855439762,0.3895338855439762,1.1909925143022848,1.1909925143022848,0.4693311545342083,0.4693311545342083,deviation-beneficial,0.8668534930122874,1.2170032221003582,0.31844112748282427,8,9,2,9,2,7
8,0,0,32,0.5625,0.5625,0.59375,0.03125,0.9162394692445895,0.9162394692445895,3.797511252385641,3.797511252385641,1.9034895191785675,1.9034895191785675,0.42244843639304247,0.42244843639304247,1.0650906897513297,1.0650906897513297,0.5606789946751497,0.5606789946751497,deviation-beneficial,0.9162394692445895,1.9034895191785675,0.42244843639304247,6,5,6,6,9,8
8,1,32,64,0.5625,0.53125,0.59375,0.03125,0.90671043853689,0.90671043853689,4.414700931015449,4.414700931015449,2.023570813522481,2.023570813522481,0.5566405323496972,0.5566405323496972,1.0635616636793706,1.0635616636793706,0.5607872663746543,0.5607872663746543,deviation-beneficial,0.9162394692445895,1.9034895191785675,0.42244843639304247,7,6,1,7,3,9
8,2,64,96,0.5,0.46875,0.4375,-0.03125,0.9613512237964081,0.9613512237964081,4.717232273333055,4.717232273333055,1.7916935662630933,1.7916935662630933,0.5728134770779799,0.5728134770779799,1.1925460076735623,1.1925460076735623,0.493086063030466,0.493086063030466,ra-safe,0.90671043853689,2.023570813522481,0.5566405323496972,3,7,9,1,1,2
8,3,96,128,0.5,0.34375,0.46875,-0.03125,0.9694369865856765,0.9694369865856765,4.229356236024159,4.229356236024159,1.9719370542335248,1.9719370542335248,0.522887226644712,0.522887226644712,1.0754493739082909,1.0754493739082909,0.5502060538160406,0.5502060538160406,ra-safe,0.9613512237964081,1.7916935662630933,0.5728134770779799,2,3,3,9,6,1
8,4,128,160,0.5,0.59375,0.59375,0.09375,0.9763345541571626,0.9763345541571626,4.456842019823131,4.456842019823131,1.9065827835418645,1.9065827835418645,0.5103591405925558,0.5103591405925558,1.1106686915632342,1.1106686915632342,0.5145802528012609,0.5145802528012609,deviation-beneficial,0.9694369865856765,1.9719370542335248,0.522887226644712,1,2,5,3,8,5
8,5,160,192,0.65625,0.5,0.59375,-0.0625,0.8540209182564455,0.8540209182564455,4.19591964103543,4.19591964103543,1.7946695847070013,1.7946695847070013,0.5113572330019798,0.5113572330019798,1.0771456524424885,1.0771456524424885,0.5253185015876636,0.5253185015876636,ra-safe,0.9763345541571626,1.9065827835418645,0.5103591405925558,9,1,8,5,7,7
8,6,192,224,0.59375,0.5625,0.59375,0.0,0.8651271418277753,0.8651271418277753,4.379620546308477,4.379620546308477,1.9755025146480043,1.9755025146480043,0.5394764800692917,0.5394764800692917,1.0932749273738387,1.0932749273738387,0.5490144489150696,0.5490144489150696,neutral,0.8540209182564455,1.7946695847070013,0.5113572330019798,8,9,2,8,4,6
8,7,224,256,0.4375,0.59375,0.46875,0.15625,0.9603256533050931,0.9603256533050931,4.202940717000674,4.202940717000674,1.945571596750647,1.945571596750647,0.5330435256588983,0.5330435256588983,1.0984508815559009,1.0984508815559009,0.5324417735689033,0.5324417735689033,deviation-beneficial,0.8651271418277753,1.9755025146480043,0.5394764800692917,4,8,4,2,5,3
8,8,256,288,0.59375,0.5625,0.625,0.03125,0.9390227628765628,0.9390227628765628,4.400882558806377,4.400882558806377,1.8152907167690382,1.8152907167690382,0.5635652211799438,0.5635652211799438,1.0834111705085812,1.0834111705085812,0.5375592583961266,0.5375592583961266,deviation-beneficial,0.9603256533050931,1.945571596750647,0.5330435256588983,5,4,7,4,2,4
9,0,0,32,0.46875,0.59375,0.53125,0.125,0.9670332975698167,0.9670332975698167,6.093099604974164,6.093099604974164,2.9647390136906804,2.9647390136906804,0.6894845248009336,0.6894845248009336,0.7926829785317386,0.7926829785317386,0.6830985832790674,0.6830985832790674,deviation-beneficial,0.9670332975698167,2.9647390136906804,0.6894845248009336,1,1,1,1,9,8
9,1,32,64,0.46875,0.625,0.59375,0.15625,0.9309929059597384,0.9309929059597384,6.975227430943878,6.975227430943878,2.7418039187774728,2.7418039187774728,0.8066312079051958,0.8066312079051958,0.9476211124911529,0.9476211124911529,0.5944059843181169,0.5944059843181169,deviation-beneficial,0.9670332975698167,2.9647390136906804,0.6894845248009336,4,2,2,2,3,9
9,2,64,96,0.4375,0.4375,0.4375,0.0,0.9652204316582755,0.9652204316582755,6.903647358252056,6.903647358252056,2.3479576781427856,2.3479576781427856,0.7663081201953457,0.7663081201953457,1.0419320899525397,1.0419320899525397,0.5606680253651246,0.5606680253651246,neutral,0.9309929059597384,2.7418039187774728,0.8066312079051958,2,5,8,3,6,3
