window_size,oracle_accuracy_mean,best_single_expert,best_single_accuracy_mean,mean_delta_vs_best_single,wins_vs_best_single,losses_vs_best_single,draws_vs_best_single,most_common_ratio,subjects_with_multiple_experts,max_single_subject_contribution,passed
16,0.4232253086419753,E0_identity,0.4108796296296296,0.01234567901234567,9,0,0,0.8271604938271605,9,0.21875000000000014,False
