expert,accuracy_mean,accuracy_std
E0_identity,0.41087962962962965,0.1452949718951922
E1_mean_shift,0.41087962962962965,0.1452949718951922
E2_diag_scaling,0.41087962962962965,0.1452949718951922
E4_supervised_subspace,0.40933641975308643,0.1438297010965538
E3_low_rank_shrinkage,0.4020061728395061,0.14876737810730947
