source,target,accuracy,kappa,f1_macro,cka
1,2,0.28125,0.04166666666666663,0.18663101604278073,0.00975188436082697
1,3,0.6006944444444444,0.46759259259259256,0.5631397164154216,0.14135299554891542
1,4,0.2986111111111111,0.06481481481481477,0.2643653187035269,0.010213471039537
1,5,0.2638888888888889,0.01851851851851849,0.1272994585290637,0.024730197919143822
1,6,0.2847222222222222,0.04629629629629628,0.23739775817944553,0.014999957097173725
1,7,0.3923611111111111,0.18981481481481477,0.3740109165910013,0.1937276280962666
1,8,0.3194444444444444,0.09259259259259256,0.22456709956709958,0.13878150789173346
1,9,0.28125,0.04166666666666663,0.15983862541359495,0.12776708008225282
2,1,0.3923611111111111,0.18981481481481477,0.30005690737833596,0.02558641366384389
2,3,0.1875,-0.08333333333333326,0.14923356968382276,0.017857999758673825
2,4,0.3506944444444444,0.1342592592592593,0.2859392584970578,0.0635536839788973
2,5,0.2708333333333333,0.02777777777777779,0.20381300462342894,0.18072420410206066
2,6,0.2777777777777778,0.03703703703703709,0.19855449624235752,0.011762422150602702
2,7,0.1284722222222222,-0.16203703703703698,0.07442434210526316,0.02200569828841845
2,8,0.22916666666666666,-0.02777777777777768,0.1507320239888159,0.006583766518666451
2,9,0.1840277777777778,-0.08796296296296302,0.13571378340365683,0.025501737140073467
3,1,0.53125,0.375,0.46344813080247965,0.12546932349744538
3,2,0.2569444444444444,0.0092592592592593,0.19601858185134519,0.017863703737922183
3,4,0.2534722222222222,0.00462962962962965,0.1132248000860616,0.039228004170186126
3,5,0.2847222222222222,0.04629629629629628,0.19480123688044482,0.026977796820993785
3,6,0.2986111111111111,0.06481481481481477,0.232746976838724,0.017727473417866155
3,7,0.2916666666666667,0.05555555555555558,0.19117449756643212,0.1136393728079182
3,8,0.4270833333333333,0.23611111111111116,0.3807079027310669,0.09591582296268297
3,9,0.3298611111111111,0.10648148148148151,0.2524768748173003,0.11576450926741276
4,1,0.4305555555555556,0.2407407407407407,0.3619188302155859,0.012750251464707754
4,2,0.2569444444444444,0.0092592592592593,0.11955391401011224,0.04956103378879629
4,3,0.3611111111111111,0.14814814814814814,0.33210115410557095,0.028140852398889398
4,5,0.2534722222222222,0.00462962962962965,0.10712786660052658,0.04080288704035139
4,6,0.3125,0.08333333333333337,0.2795936860001028,0.022759204858758413
4,7,0.3263888888888889,0.10185185185185186,0.2585415119234542,0.023189948890116743
4,8,0.4861111111111111,0.31481481481481477,0.3951260288065844,0.01471219252493337
4,9,0.3055555555555556,0.07407407407407407,0.308712769979042,0.038726437574762476
5,1,0.3090277777777778,0.07870370370370372,0.2367459185955496,0.02762825095569802
5,2,0.2743055555555556,0.03240740740740744,0.22321064651016365,0.1807267880788937
5,3,0.2534722222222222,0.00462962962962965,0.10759709289121054,0.023842903751190265
5,4,0.3090277777777778,0.07870370370370372,0.2038925191527715,0.06637012170297318
5,6,0.2743055555555556,0.03240740740740744,0.19237982177223661,0.02807177386227597
5,7,0.3055555555555556,0.07407407407407407,0.19959078735243643,0.03679935086571072
5,8,0.3541666666666667,0.13888888888888884,0.23572728060296283,0.01961802121831522
5,9,0.3194444444444444,0.09259259259259256,0.20898096896451124,0.031890991950753844
6,1,0.3784722222222222,0.17129629629629628,0.2793893265204741,0.02759766043587976
6,2,0.2361111111111111,-0.0185185185185186,0.15004388930298665,0.017054243210254876
6,3,0.5243055555555556,0.3657407407407407,0.4542137686874529,0.03349348438243129
6,4,0.3298611111111111,0.10648148148148151,0.2597138412538179,0.03749482682634253
6,5,0.25,0.0,0.10591876792994112,0.026635012717905252
6,7,0.3090277777777778,0.07870370370370372,0.24790582958167928,0.02212257462591822
6,8,0.4236111111111111,0.2314814814814815,0.2956537843422362,0.01894569524233652
6,9,0.3020833333333333,0.06944444444444442,0.2143443978907364,0.03168024485208612
7,1,0.5069444444444444,0.34259259259259256,0.4768150139848253,0.2371590899777486
7,2,0.20833333333333334,-0.05555555555555558,0.13521192908301044,0.021455146653008603
7,3,0.5208333333333334,0.36111111111111116,0.4852148678263805,0.17637994886613584
7,4,0.2604166666666667,0.01388888888888884,0.22844769254615804,0.02714252309274857
7,5,0.2465277777777778,-0.004629629629629539,0.10638176638176638,0.03243754917744493
7,6,0.2152777777777778,-0.04629629629629628,0.15417840375586855,0.0139888588220608
7,8,0.4409722222222222,0.25462962962962965,0.3981818108490798,0.07946163926865114
7,9,0.4479166666666667,0.26388888888888884,0.3805714044207768,0.12450838888772907
8,1,0.5208333333333334,0.36111111111111116,0.46007445279102754,0.13638367180360508
8,2,0.1875,-0.08333333333333326,0.14908514974304446,0.006144119879670169
8,3,0.4965277777777778,0.3287037037037037,0.49324883140156855,0.05644831317216638
8,4,0.2986111111111111,0.06481481481481477,0.2752797476992038,0.01590330227037692
8,5,0.2881944444444444,0.05092592592592593,0.21560608976414994,0.021340911940687893
8,6,0.2916666666666667,0.05555555555555558,0.21146114025862797,0.01590700751968246
8,7,0.2986111111111111,0.06481481481481477,0.2808642817502062,0.03666433778267027
8,9,0.5208333333333334,0.36111111111111116,0.47296172836145833,0.13497267328151172
9,1,0.3159722222222222,0.08796296296296291,0.20981064392519472,0.1255120726814156
9,2,0.25,0.0,0.1,0.010925562865749257
9,3,0.3229166666666667,0.09722222222222221,0.22690649059545853,0.13368264737340088
9,4,0.25,0.0,0.10027855153203342,0.05806930220756225
9,5,0.25,0.0,0.1,0.03904622040596385
9,6,0.2777777777777778,0.03703703703703709,0.17384254333623123,0.020431230399519336
9,7,0.25,0.0,0.1,0.10201808092222818
9,8,0.3263888888888889,0.10185185185185186,0.2518162393162393,0.16548037253515044
