target_subject,accuracy,kappa,f1_macro
1,0.5069444444444444,0.34259259259259256,0.4378172574903996
2,0.22916666666666666,-0.02777777777777768,0.2061005442649528
3,0.46875,0.29166666666666663,0.4498899449293903
4,0.3472222222222222,0.12962962962962965,0.27981484762579734
5,0.2743055555555556,0.03240740740740744,0.16601726726726726
6,0.2465277777777778,-0.004629629629629539,0.17683310980337769
7,0.3368055555555556,0.1157407407407407,0.28364307261366084
8,0.5208333333333334,0.36111111111111116,0.4914323293487756
9,0.4930555555555556,0.32407407407407407,0.4921245987520553
