policy,setting,coverage,subject,policy_accuracy,ra_accuracy,delta_vs_ra,late_session_acc,negative_windows,balanced_accuracy,macro_f1
d_tgt,near_causal,0.8,1,0.5416666666666666,0.5520833333333334,-0.01041666666666674,0.5104166666666666,3,0.5416666666666666,0.5088955306543437
d_tgt,near_causal,0.8,2,0.2326388888888889,0.21875,0.013888888888888895,0.28125,2,0.2326388888888889,0.21238250135124917
d_tgt,near_causal,0.8,3,0.6145833333333334,0.6527777777777778,-0.03819444444444442,0.5625,5,0.6145833333333334,0.6168657566642205
d_tgt,near_causal,0.8,4,0.3645833333333333,0.3854166666666667,-0.02083333333333337,0.375,4,0.3645833333333333,0.31174683112402757
d_tgt,near_causal,0.8,5,0.3472222222222222,0.3298611111111111,0.017361111111111105,0.40625,4,0.34722222222222227,0.32453531446212647
d_tgt,near_causal,0.8,6,0.2951388888888889,0.3541666666666667,-0.05902777777777779,0.3229166666666667,5,0.2951388888888889,0.2869332816482126
d_tgt,near_causal,0.8,7,0.3958333333333333,0.3888888888888889,0.00694444444444442,0.3020833333333333,3,0.3958333333333333,0.3801538956576862
d_tgt,near_causal,0.8,8,0.5555555555555556,0.5451388888888888,0.01041666666666674,0.5625,2,0.5555555555555556,0.5071993138340607
d_tgt,near_causal,0.8,9,0.4409722222222222,0.4201388888888889,0.020833333333333315,0.3333333333333333,2,0.4409722222222222,0.45624361084069864
d_tgt,near_causal,0.9,1,0.5381944444444444,0.5520833333333334,-0.01388888888888895,0.5104166666666666,4,0.5381944444444444,0.5011924560367117
d_tgt,near_causal,0.9,2,0.2361111111111111,0.21875,0.017361111111111105,0.28125,2,0.2361111111111111,0.2137571778296725
d_tgt,near_causal,0.9,3,0.6076388888888888,0.6527777777777778,-0.04513888888888895,0.5416666666666666,6,0.6076388888888888,0.6079791588881741
d_tgt,near_causal,0.9,4,0.3611111111111111,0.3854166666666667,-0.02430555555555558,0.375,5,0.36111111111111116,0.3036494560370965
d_tgt,near_causal,0.9,5,0.3298611111111111,0.3298611111111111,0.0,0.3541666666666667,5,0.32986111111111116,0.28758656330749355
d_tgt,near_causal,0.9,6,0.2847222222222222,0.3541666666666667,-0.06944444444444448,0.2916666666666667,6,0.2847222222222222,0.2758935643640645
d_tgt,near_causal,0.9,7,0.3958333333333333,0.3888888888888889,0.00694444444444442,0.3020833333333333,3,0.39583333333333337,0.37805111243761697
d_tgt,near_causal,0.9,8,0.5555555555555556,0.5451388888888888,0.01041666666666674,0.5625,2,0.5555555555555556,0.5102357349007823
d_tgt,near_causal,0.9,9,0.4409722222222222,0.4201388888888889,0.020833333333333315,0.3333333333333333,2,0.4409722222222222,0.4556985294117647
d_tgt,retrospective,0.1,1,0.5486111111111112,0.5520833333333334,-0.00347222222222221,0.4895833333333333,1,0.5486111111111112,0.5234063178516182
d_tgt,retrospective,0.1,2,0.20833333333333334,0.21875,-0.010416666666666657,0.2708333333333333,1,0.20833333333333334,0.1949521844818645
d_tgt,retrospective,0.1,3,0.6354166666666666,0.6527777777777778,-0.01736111111111116,0.6145833333333334,1,0.6354166666666666,0.6322137310500644
d_tgt,retrospective,0.1,4,0.3923611111111111,0.3854166666666667,0.00694444444444442,0.4270833333333333,0,0.39236111111111116,0.3622164484232245
d_tgt,retrospective,0.1,5,0.3263888888888889,0.3298611111111111,-0.00347222222222221,0.3125,1,0.3263888888888889,0.3243685436892617
d_tgt,retrospective,0.1,6,0.3506944444444444,0.3541666666666667,-0.0034722222222222654,0.3020833333333333,1,0.3506944444444444,0.3353259151749718
d_tgt,retrospective,0.1,7,0.3854166666666667,0.3888888888888889,-0.00347222222222221,0.3125,1,0.3854166666666667,0.3689793954305593
d_tgt,retrospective,0.1,8,0.5486111111111112,0.5451388888888888,0.003472222222222321,0.5416666666666666,0,0.5486111111111112,0.48603135583939283
