stage,candidate,accuracy_mean,accuracy_std,delta_vs_ra,wins,losses,draws,p_value,effect_size,delta_ci_low,delta_ci_high,elapsed_sec,overrides_json
bias_scan,adaptive/bias=1.00,0.41782407407407407,0.13208143473340442,-0.009645061728395073,2,4,3,0.17295491798842066,-0.42637042508054257,-0.024305555555555566,0.0030864197530864244,55.16000423580408,"{""conditional"": {""bias"": 1.0}}"
bias_scan,adaptive/bias=0.50,0.41396604938271603,0.12750406809185566,-0.013503086419753098,2,5,2,0.2040841777655732,-0.47559659883258587,-0.031635802469135825,0.003086419753086418,55.28735563158989,"{""conditional"": {""bias"": 0.5}}"
bias_scan,adaptive/bias=0.00,0.4097222222222222,0.12458941054173026,-0.017746913580246916,2,5,2,0.17629637444051116,-0.49501013102639746,-0.04128086419753088,0.0019290123456790086,54.558407831937075,"{""conditional"": {""bias"": 0.0}}"
