target_subject,accuracy,kappa,f1_macro
1,0.5277777777777778,0.37037037037037035,0.48311660168611736
5,0.3263888888888889,0.10185185185185186,0.32197527461834496
9,0.4201388888888889,0.22685185185185186,0.4264887347411848
