target_subject,accuracy,kappa,f1_macro,optimizer_success,optimizer_nit,loss_final
1,0.5868055555555556,0.44907407407407407,0.5631304087646762,False,6,0.09350379190738008
2,0.25,0.0,0.2137625183794481,False,4,0.13909904675199677
3,0.5,0.33333333333333337,0.48514601833402615,False,5,0.20040367433322415
4,0.3888888888888889,0.18518518518518523,0.3705048606364396,False,7,0.07299455400266279
5,0.2708333333333333,0.02777777777777779,0.2482274635835232,False,5,0.10889543685074118
6,0.3923611111111111,0.18981481481481477,0.36675387713543395,False,1,0.27906626067113705
7,0.2916666666666667,0.05555555555555558,0.28585491263748114,True,2,0.12174763185921343
8,0.5451388888888888,0.3935185185185185,0.5118382903267756,False,70,0.31066306975292896
9,0.5972222222222222,0.4629629629629629,0.57660345809414,False,8,0.3588696409833363
