target_subject,accuracy,kappa,f1_macro,w_mean,w_std
1,0.5416666666666666,0.38888888888888884,0.510784434166399,0.5813997196572388,0.004807849176794962
2,0.19444444444444445,-0.07407407407407418,0.1804199883903311,0.6090299794971568,0.009582770813462725
3,0.5972222222222222,0.4629629629629629,0.5965150399055174,0.5994690426520636,0.00648910588417028
4,0.4097222222222222,0.2129629629629629,0.38278504088436605,0.5810673781450342,0.0048902917158835215
5,0.3020833333333333,0.06944444444444442,0.2399904608742891,0.6021357938144791,0.003939976491789648
6,0.2743055555555556,0.03240740740740744,0.25107726685396586,0.580965257458641,0.005732424250739777
7,0.3715277777777778,0.1620370370370371,0.3490112770143045,0.5776551903333172,0.005086750741332956
8,0.5451388888888888,0.3935185185185185,0.5194792324885704,0.5865029476837409,0.0043477832680630865
9,0.4861111111111111,0.31481481481481477,0.49125567173012424,0.6061350270852146,0.006438798806014115
